Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Term,Credit_History,Area,Status
Male,0,0,Graduate,0,250000,2000000,10300000,360,1,Semiurban,1
Female,0,0,0t Graduate,0,196300,0,5300000,360,1,Semiurban,1
Female,0,0,Graduate,1,744100,0,19400000,360,1,Rural,0
Female,0,0,Graduate,0,454700,0,11500000,360,1,Semiurban,1
Male,1,0,0t Graduate,0,216700,240000,11500000,360,1,Urban,1
Female,0,0,0t Graduate,0,221300,0,6600000,360,1,Rural,1
Male,1,1,Graduate,0,830000,0,15200000,300,0,Semiurban,0
Male,1,4,Graduate,0,8100000,0,36000000,360,0,Rural,0
Female,0,1,0t Graduate,1,386700,0,6200000,360,1,Semiurban,0
Male,1,0,Graduate,,625600,0,16000000,360,,Urban,1
Male,1,0,0t Graduate,0,609600,0,21800000,360,0,Rural,0
Male,1,0,0t Graduate,0,225300,203300,11000000,360,1,Rural,1
Female,1,0,0t Graduate,0,214900,323700,17800000,360,0,Semiurban,0
Female,0,0,Graduate,0,299500,0,6000000,360,1,Urban,1
Female,0,1,Graduate,0,260000,0,16000000,360,1,Urban,0
Male,1,2,Graduate,1,160000,2000000,23900000,360,1,Urban,0
Male,1,0,Graduate,0,102500,277300,11200000,360,1,Rural,1
Male,1,0,Graduate,0,324600,141700,13800000,360,1,Semiurban,1
Male,1,0,Graduate,0,582900,0,13800000,360,1,Rural,1
Female,0,0,0t Graduate,0,272000,0,8000000,,0,Urban,0
Male,1,0,Graduate,0,182000,171900,10000000,360,1,Urban,1
Male,1,1,Graduate,0,725000,166700,11000000,,0,Urban,0
Male,1,0,Graduate,0,1488000,0,9600000,360,1,Semiurban,1
Male,1,0,Graduate,0,266600,430000,12100000,360,1,Rural,1
Female,0,1,0t Graduate,0,460600,0,8100000,360,1,Rural,0
Male,1,2,Graduate,0,593500,0,13300000,360,1,Semiurban,1
Male,1,0,Graduate,0,292000,1612.000084,8700000,360,1,Rural,1
Male,0,0,0t Graduate,0,271700,0,6000000,180,1,Urban,1
Female,0,1,Graduate,1,862400,0,15000000,360,1,Semiurban,1
Male,0,0,Graduate,0,650000,0,10500000,360,0,Rural,0
Male,0,0,Graduate,,1287600,0,40500000,360,1,Semiurban,1
Male,1,0,Graduate,0,242500,234000,14300000,360,1,Semiurban,1
Male,0,0,Graduate,0,375000,0,10000000,360,1,Urban,1
Female,,,Graduate,0,1004700,0,0,240,1,Semiurban,1
Male,0,0,Graduate,0,192600,185100,5000000,360,1,Semiurban,1
Male,1,0,Graduate,0,221300,112500,0,360,1,Urban,1
Male,0,0,Graduate,1,1041600,0,18700000,360,0,Urban,0
Female,1,0,0t Graduate,1,714200,0,13800000,360,1,Rural,1
Male,0,0,Graduate,0,366000,506400,18700000,360,1,Semiurban,1
Male,1,0,Graduate,0,790100,183300,18000000,360,1,Rural,1
Male,0,4,0t Graduate,0,470700,199300,14800000,360,1,Semiurban,1
Male,0,1,Graduate,0,3771900,0,15200000,360,1,Semiurban,1
Male,1,0,Graduate,0,733300,833300,17500000,300,,Rural,1
Male,1,1,Graduate,1,346600,121000,13000000,360,1,Rural,1
Male,1,2,0t Graduate,0,465200,0,11000000,360,1,Rural,1
Male,1,0,Graduate,,353900,137600,5500000,360,1,Rural,0
Male,1,2,Graduate,0,334000,171000,15000000,360,0,Rural,0
Male,0,1,0t Graduate,1,276900,154200,19000000,360,,Semiurban,0
Male,1,2,0t Graduate,0,230900,125500,12500000,360,0,Rural,0
Male,1,2,0t Graduate,0,195800,145600,6000000,300,,Urban,1
Male,1,0,Graduate,0,394800,173300,14900000,360,0,Rural,0
Male,1,0,Graduate,0,248300,246600,9000000,180,0,Rural,1
Male,0,0,Graduate,1,708500,0,8400000,360,1,Semiurban,1
Male,1,2,Graduate,0,385900,0,9600000,360,1,Semiurban,1
Male,1,0,Graduate,0,430100,0,11800000,360,1,Urban,1
Male,1,0,Graduate,0,370800,256900,17300000,360,1,Urban,0
Male,0,2,Graduate,0,435400,0,13600000,360,1,Rural,1
Male,1,0,Graduate,0,833400,0,16000000,360,1,Semiurban,0
,1,0,Graduate,1,208300,408300,16000000,360,,Semiurban,1
Male,1,4,Graduate,0,774000,0,12800000,180,1,Urban,1
Male,1,0,Graduate,0,301500,218800,15300000,360,1,Rural,1
Female,0,1,0t Graduate,,519100,0,13200000,360,1,Semiurban,1
Male,0,0,Graduate,0,416600,0,9800000,360,0,Semiurban,0
Male,0,0,Graduate,0,600000,0,14000000,360,1,Rural,1
Male,1,4,0t Graduate,0,294700,166400,7000000,180,0,Urban,0
,1,0,Graduate,0,1669200,0,11000000,360,1,Semiurban,1
Female,1,2,0t Graduate,,21000,291700,9800000,360,1,Semiurban,1
Male,1,0,Graduate,0,433300,245100,11000000,360,1,Urban,0
Male,1,1,Graduate,1,345000,207900,16200000,360,1,Semiurban,1
Male,1,1,0t Graduate,0,265300,150000,11300000,180,0,Rural,0
Male,1,4,Graduate,0,469100,0,10000000,360,1,Semiurban,1
Female,0,0,Graduate,1,250000,0,9300000,360,,Urban,1
Male,0,2,Graduate,0,553200,464800,16200000,360,1,Rural,1
Male,1,2,Graduate,1,1652500,101400,15000000,360,1,Rural,1
Male,1,2,Graduate,0,670000,175000,23000000,300,1,Semiurban,1
,1,2,Graduate,0,287300,187200,13200000,360,0,Semiurban,0
Male,1,1,Graduate,1,1666700,225000,8600000,360,1,Semiurban,1
Male,1,2,Graduate,0,294700,160300,0,360,1,Urban,0
Female,0,0,0t Graduate,0,435000,0,15400000,360,1,Rural,1
Male,1,4,0t Graduate,0,309500,0,11300000,360,1,Rural,1
Male,1,0,Graduate,0,208300,315000,12800000,360,1,Semiurban,1
Male,1,0,Graduate,0,1083300,0,23400000,360,1,Semiurban,1
Male,1,2,Graduate,0,833300,0,24600000,360,1,Semiurban,1
Male,1,1,0t Graduate,0,195800,243600,13100000,360,1,Rural,1
Male,0,2,Graduate,0,354700,0,8000000,360,0,Rural,0
Male,1,1,Graduate,0,1833300,0,50000000,360,1,Urban,0
Male,1,2,Graduate,1,458300,208300,16000000,360,1,Semiurban,1
Male,0,0,Graduate,0,243500,0,7500000,360,1,Urban,0
Male,0,0,0t Graduate,0,269900,278500,9600000,360,,Semiurban,1
Male,1,1,0t Graduate,0,533300,113100,18600000,360,,Urban,1
Male,0,0,0t Graduate,0,369100,0,11000000,360,1,Rural,1
Female,0,0,0t Graduate,1,1726300,0,22500000,360,1,Semiurban,1
Male,1,0,Graduate,0,359700,215700,11900000,360,0,Rural,0
Female,1,1,Graduate,0,332600,91300,10500000,84,1,Semiurban,1
Male,1,0,0t Graduate,0,260000,170000,10700000,360,1,Rural,1
Male,1,0,Graduate,0,462500,285700,11100000,12,,Urban,1
Male,1,1,Graduate,1,289500,0,9500000,360,1,Semiurban,1
Male,0,0,Graduate,0,628300,441600,20900000,360,0,Rural,0
Female,0,0,Graduate,0,64500,368300,11300000,480,1,Rural,1
Female,0,0,Graduate,0,315900,0,10000000,360,1,Semiurban,1
Male,1,2,Graduate,0,486500,562400,20800000,360,1,Semiurban,1
Male,1,1,0t Graduate,0,405000,530200,13800000,360,,Rural,0
Male,1,0,0t Graduate,0,381400,148300,12400000,300,1,Semiurban,1
Male,1,2,Graduate,0,351000,441600,24300000,360,1,Rural,1
Male,1,0,Graduate,0,2083300,666700,48000000,360,,Urban,1
,0,0,Graduate,0,358300,0,9600000,360,1,Urban,0
Male,1,0,Graduate,1,247900,301300,18800000,360,1,Urban,1
Female,0,1,Graduate,0,1326200,0,4000000,360,1,Urban,1
Male,0,0,0t Graduate,0,359800,128700,10000000,360,1,Rural,0
Male,1,1,Graduate,0,606500,200400,25000000,360,1,Semiurban,1
Male,1,2,Graduate,0,328300,203500,14800000,360,1,Urban,1
Male,1,0,Graduate,0,213000,666600,7000000,180,1,Semiurban,0
Male,0,0,Graduate,0,581500,366600,31100000,360,1,Rural,0
Male,1,4,Graduate,0,346600,342800,15000000,360,1,Rural,1
Female,1,2,Graduate,0,203100,163200,11300000,480,1,Semiurban,1
Male,1,,0t Graduate,0,307400,180000,12300000,360,0,Semiurban,0
Male,0,0,Graduate,0,468300,191500,18500000,360,1,Semiurban,0
Female,0,0,0t Graduate,0,340000,0,9500000,360,1,Rural,0
Male,1,2,0t Graduate,0,219200,174200,4500000,360,1,Semiurban,1
Male,0,0,Graduate,0,250000,0,5500000,360,1,Semiurban,1
Male,1,4,Graduate,1,567700,142400,10000000,360,1,Rural,1
Male,1,2,Graduate,1,794800,716600,48000000,360,1,Rural,1
Male,0,0,Graduate,0,468000,208700,0,360,1,Semiurban,0
Male,1,2,Graduate,1,1750000,0,40000000,360,1,Rural,1
Male,1,0,Graduate,0,377500,0,11000000,360,1,Semiurban,1
Male,1,1,0t Graduate,0,528500,143000,16100000,360,0,Semiurban,1
Male,0,1,0t Graduate,0,267900,130200,9400000,360,1,Semiurban,1
Male,0,0,0t Graduate,0,678300,0,13000000,360,1,Semiurban,1
Male,1,0,Graduate,0,102500,550000,21600000,360,,Rural,1
Male,1,4,Graduate,0,428100,0,10000000,360,1,Urban,1
Male,0,2,Graduate,0,358800,0,11000000,360,0,Rural,0
Male,0,1,Graduate,0,1125000,0,19600000,360,,Semiurban,0
Female,0,0,0t Graduate,1,1816500,0,12500000,360,1,Urban,1
Male,0,0,0t Graduate,,255000,204200,12600000,360,1,Rural,1
Male,1,0,Graduate,0,613300,390600,32400000,360,1,Urban,1
Male,0,2,Graduate,0,361700,0,10700000,360,1,Semiurban,1
Male,1,0,0t Graduate,0,291700,53600,6600000,360,1,Rural,0
Male,1,4,Graduate,0,641700,0,15700000,180,1,Rural,1
Female,1,1,Graduate,0,460800,284500,14000000,180,1,Semiurban,1
Female,0,0,Graduate,0,213800,0,9900000,360,0,Semiurban,0
Female,0,1,Graduate,,365200,0,9500000,360,1,Semiurban,1
Male,1,1,0t Graduate,0,223900,252400,12800000,360,1,Urban,1
Female,1,0,0t Graduate,0,301700,66300,10200000,360,,Semiurban,1
Male,1,0,Graduate,0,276800,195000,15500000,360,1,Rural,1
Male,0,0,0t Graduate,0,335800,0,8000000,36,1,Semiurban,0
Male,0,0,Graduate,0,252600,178300,14500000,360,1,Rural,1
Female,0,0,Graduate,0,500000,0,10300000,360,0,Semiurban,0
Male,1,0,Graduate,0,278500,201600,11000000,360,1,Rural,1
Male,1,2,Graduate,1,663300,0,0,360,0,Rural,0
Male,1,1,0t Graduate,0,249200,237500,0,360,1,Rural,1
Male,1,1,Graduate,0,333300,325000,15800000,360,1,Urban,1
Male,1,0,0t Graduate,0,245400,233300,18100000,360,0,Urban,0
Male,1,0,Graduate,0,359300,426600,13200000,180,0,Rural,0
Male,1,1,Graduate,0,546800,103200,2600000,360,1,Semiurban,1
Female,0,0,Graduate,0,266700,162500,8400000,360,,Urban,1
Male,1,4,Graduate,1,1013900,0,26000000,360,1,Semiurban,1
Male,1,0,Graduate,0,388700,266900,16200000,360,1,Semiurban,1
Female,1,0,Graduate,0,418000,230600,18200000,360,1,Semiurban,1
Male,1,2,0t Graduate,0,367500,24200,10800000,360,1,Semiurban,1
Female,1,1,Graduate,1,1948400,0,60000000,360,1,Semiurban,1
Male,1,0,Graduate,0,592300,205400,21100000,360,1,Rural,1
Male,0,0,0t Graduate,1,580000,0,13200000,360,1,Semiurban,1
Male,1,2,Graduate,0,879900,0,25800000,360,0,Urban,0
Male,1,0,0t Graduate,0,446700,0,12000000,360,,Rural,1
Male,0,0,Graduate,0,333300,0,7000000,360,1,Urban,1
Male,1,4,Graduate,0,340000,250000,12300000,360,0,Rural,0
Female,0,0,Graduate,0,237800,0,900000,360,1,Urban,0
Male,1,0,Graduate,0,316600,206400,10400000,360,0,Urban,0
Male,1,1,Graduate,0,341700,175000,18600000,360,1,Urban,1
Male,1,,Graduate,0,511600,145100,16500000,360,0,Urban,0
Male,1,2,Graduate,0,1666600,0,27500000,360,1,Urban,1
Male,1,2,0t Graduate,0,612500,162500,18700000,480,1,Semiurban,0
Male,1,4,Graduate,0,640600,0,15000000,360,1,Semiurban,0
Male,1,2,Graduate,0,315900,46100,10800000,84,1,Urban,1
,1,0,Graduate,0,308700,221000,13600000,360,0,Semiurban,0
Male,0,0,Graduate,0,322900,273900,11000000,360,1,Urban,1
Male,1,1,Graduate,0,178200,223200,10700000,360,1,Rural,1
Male,0,0,Graduate,,318200,291700,16100000,360,1,Urban,1
Male,1,2,Graduate,0,654000,0,20500000,360,1,Semiurban,1
Male,0,0,Graduate,0,183600,3383700,9000000,360,1,Urban,0
Female,1,0,Graduate,0,316600,0,3600000,360,1,Semiurban,1
Male,1,1,Graduate,0,188000,0,6100000,360,,Rural,0
Male,1,1,Graduate,0,278700,191700,14600000,360,0,Rural,0
Male,1,1,Graduate,0,428300,300000,17200000,84,1,Rural,0
Male,1,0,Graduate,0,229700,152200,10400000,360,1,Urban,1
Female,0,0,0t Graduate,0,216500,0,7000000,360,1,Semiurban,1
,0,0,Graduate,0,475000,0,9400000,360,1,Semiurban,1
Male,1,2,Graduate,1,272600,0,10600000,360,0,Semiurban,0
Male,1,0,Graduate,0,300000,341600,5600000,180,1,Semiurban,1
Male,1,2,Graduate,1,600000,0,20500000,240,1,Semiurban,0
,0,4,Graduate,1,935700,0,29200000,360,1,Semiurban,1
Male,1,0,Graduate,0,385900,330000,14200000,180,1,Rural,1
Male,1,0,Graduate,1,1612000,0,26000000,360,1,Urban,1
Male,0,0,0t Graduate,0,383300,0,11000000,360,1,Rural,1
Male,1,2,0t Graduate,1,638300,100000,18700000,360,1,Rural,0
Male,0,,Graduate,0,298700,0,8800000,360,0,Semiurban,0
Male,1,0,Graduate,1,996300,0,18000000,360,1,Rural,1
Male,1,2,Graduate,0,578000,0,19200000,360,1,Urban,1
Female,0,4,Graduate,,41600,4166700,35000000,180,,Urban,0
Male,1,0,0t Graduate,,289400,279200,15500000,360,1,Rural,1
Male,1,4,Graduate,0,570300,0,12800000,360,1,Urban,1
Male,0,0,Graduate,0,367600,430100,17200000,360,1,Rural,1
Female,1,1,Graduate,0,1200000,0,49600000,360,1,Semiurban,1
Male,1,0,0t Graduate,0,240000,380000,0,180,1,Urban,0
Male,1,1,Graduate,0,340000,250000,17300000,360,1,Semiurban,1
Male,1,2,0t Graduate,0,398700,141100,15700000,360,1,Rural,1
Male,1,0,Graduate,0,323200,195000,10800000,360,1,Rural,1
Female,0,0,Graduate,0,290000,0,7100000,360,1,Rural,1
Male,1,4,Graduate,0,410600,0,4000000,180,1,Rural,1
Male,1,1,Graduate,0,807200,24000,25300000,360,1,Urban,1
Male,1,2,Graduate,0,758300,0,18700000,360,1,Urban,1
Female,0,0,Graduate,1,458300,0,13300000,360,0,Semiurban,0
